# 
#  
# Data: Ga-Se-130mV-1000prof0001.N8[c] 22 Mar 2018 9:25 Cal: 22 Mar 2018 9:29 
# Shimadzu Biotech Axima Resonance 2.9.3.20110624: Mode positive, Low 100+, Power: 130
COM=Ga-Se-130mV-1000prof0001_N8 
# 
# Ga-Se-130mV-1000prof0001 Processed data [Charged] 
99.999	0.498
100.011	0.569
100.022	0.647
100.034	0.820
100.045	1.071
100.057	1.322
100.068	1.753
100.079	2.255
100.091	3.565
100.102	5.338
100.114	7.942
100.125	10.318
100.137	7.307
100.148	1.793
100.160	0.232
100.171	0.044
100.183	0.021
100.194	0.021
100.206	0.013
100.217	0.000
100.229	0.000
100.240	0.000
100.252	0.000
100.263	0.022
100.275	0.022
100.286	0.000
100.298	0.000
100.309	0.000
100.321	0.000
100.332	0.007
100.344	0.015
100.355	0.000
100.367	0.000
100.378	0.008
100.390	0.008
100.401	0.000
100.413	0.009
100.424	0.000
100.436	0.000
100.447	0.009
100.459	0.017
100.470	0.000
100.482	0.000
100.493	0.010
100.505	0.002
100.516	0.000
100.528	0.003
100.539	0.003
100.551	0.000
100.562	0.000
100.574	0.012
100.585	0.004
100.597	0.000
100.608	0.067
100.620	0.090
100.631	0.036
100.643	0.000
100.654	0.000
100.666	0.000
100.677	0.000
100.689	0.000
100.700	0.000
100.712	0.000
100.723	0.000
100.735	0.000
100.746	0.000
100.758	0.000
100.769	0.000
100.781	0.053
100.792	0.069
100.804	0.022
100.815	0.014
100.827	0.022
100.838	0.006
100.850	0.000
100.862	0.000
100.873	0.000
100.885	0.022
100.896	0.132
100.908	0.093
100.919	0.101
100.931	0.101
100.942	0.148
100.954	0.218
100.965	0.265
100.977	0.273
100.988	0.156
101.000	0.124
101.011	0.148
101.023	0.171
101.034	0.171
101.046	0.234
101.058	0.399
101.069	0.454
101.081	0.336
101.092	0.124
101.104	0.211
101.115	0.634
101.127	0.736
101.138	0.485
101.150	0.203
101.161	0.023
101.173	0.000
101.184	0.000
101.196	0.000
101.208	0.000
101.219	0.000
101.231	0.000
101.242	0.000
101.254	0.000
101.265	0.000
101.277	0.000
101.288	0.000
101.300	0.000
101.311	0.000
101.323	0.000
101.335	0.000
101.346	0.000
101.358	0.007
101.369	0.078
101.381	0.085
101.392	0.015
101.404	0.000
101.415	0.000
101.427	0.000
101.438	0.000
101.450	0.000
101.462	0.015
101.473	0.015
101.485	0.030
101.496	0.007
101.508	0.000
101.519	0.000
101.531	0.000
101.543	0.000
101.554	0.015
101.566	0.054
101.577	0.101
101.589	0.117
101.600	0.054
101.612	0.054
101.623	0.046
101.635	0.000
101.647	0.000
101.658	0.000
101.670	0.000
101.681	0.000
101.693	0.000
101.704	0.007
101.716	0.007
101.728	0.000
101.739	0.000
101.751	0.000
101.762	0.000
101.774	0.000
101.785	0.000
101.797	0.030
101.809	0.046
101.820	0.023
101.832	0.000
101.843	0.000
101.855	0.007
101.867	0.077
101.878	0.164
101.890	0.117
101.901	0.085
101.913	0.109
101.924	0.070
101.936	0.172
101.948	0.274
101.959	0.187
101.971	0.101
101.982	0.117
101.994	0.125
102.006	0.281
102.017	0.336
102.029	0.595
102.040	1.128
102.052	1.293
102.063	1.466
102.075	0.830
102.087	0.250
102.098	0.666
102.110	0.674
102.121	0.352
102.133	0.344
102.145	0.415
102.156	0.274
102.168	0.078
102.179	0.000
102.191	0.000
102.203	0.000
102.214	0.000
102.226	0.007
102.237	0.007
102.249	0.000
102.261	0.000
102.272	0.000
102.284	0.000
102.295	0.000
102.307	0.000
102.319	0.000
102.330	0.000
102.342	0.000
102.353	0.000
102.365	0.000
102.377	0.000
102.388	0.000
102.400	0.000
102.412	0.000
102.423	0.000
102.435	0.000
102.446	0.000
102.458	0.006
102.470	0.014
102.481	0.000
102.493	0.046
102.504	0.077
102.516	0.014
102.528	0.000
102.539	0.000
102.551	0.000
102.563	0.038
102.574	0.030
102.586	0.000
102.597	0.000
102.609	0.000
102.621	0.000
102.632	0.000
102.644	0.000
102.655	0.000
102.667	0.000
102.679	0.000
102.690	0.022
102.702	0.038
102.714	0.014
102.725	0.000
102.737	0.030
102.749	0.101
102.760	0.077
102.772	0.054
102.783	0.046
102.795	0.022
102.807	0.069
102.818	0.093
102.830	0.069
102.842	0.054
102.853	0.163
102.865	0.210
102.876	0.140
102.888	0.132
102.900	0.242
102.911	0.320
102.923	0.532
102.935	0.563
102.946	0.618
102.958	0.987
102.970	0.908
102.981	0.461
102.993	0.242
103.005	0.312
103.016	0.501
103.028	0.830
103.039	0.995
103.051	1.340
103.063	1.803
103.074	1.810
103.086	0.924
103.098	0.155
103.109	0.014
103.121	0.000
103.133	0.000
103.144	0.014
103.156	0.000
103.168	0.000
103.179	0.000
103.191	0.000
103.203	0.000
103.214	0.000
103.226	0.000
103.238	0.000
103.249	0.000
103.261	0.000
103.273	0.000
103.284	0.000
103.296	0.000
103.308	0.014
103.319	0.000
103.331	0.000
103.343	0.000
103.354	0.000
103.366	0.000
103.378	0.006
103.389	0.014
103.401	0.000
103.413	0.006
103.424	0.000
103.436	0.000
103.448	0.000
103.459	0.000
103.471	0.038
103.483	0.077
103.494	0.077
103.506	0.014
103.518	0.014
103.529	0.000
103.541	0.000
103.553	0.000
103.564	0.000
103.576	0.000
103.588	0.000
103.599	0.000
103.611	0.000
103.623	0.000
103.634	0.000
103.646	0.000
103.658	0.000
103.669	0.000
103.681	0.000
103.693	0.000
103.704	0.000
103.716	0.029
103.728	0.076
103.739	0.076
103.751	0.068
103.763	0.044
103.775	0.013
103.786	0.000
103.798	0.060
103.810	0.115
103.821	0.162
103.833	0.115
103.845	0.028
103.856	0.068
103.868	0.059
103.880	0.083
103.891	0.090
103.903	0.255
103.915	0.553
103.927	0.749
103.938	0.772
103.950	0.749
103.962	0.678
103.973	0.474
103.985	0.183
103.997	0.230
104.008	0.410
104.020	0.402
104.032	0.269
104.044	0.417
104.055	0.683
104.067	0.839
104.079	1.004
104.090	0.768
104.102	0.329
104.114	0.259
104.125	0.188
104.137	0.070
104.149	0.038
104.161	0.000
104.172	0.000
104.184	0.000
104.196	0.000
104.207	0.000
104.219	0.000
104.231	0.000
104.243	0.000
104.254	0.000
104.266	0.000
104.278	0.000
104.289	0.000
104.301	0.000
104.313	0.000
104.325	0.000
104.336	0.000
104.348	0.000
104.360	0.000
104.371	0.000
104.383	0.000
104.395	0.017
104.407	0.032
104.418	0.024
104.430	0.000
104.442	0.000
104.454	0.000
104.465	0.000
104.477	0.000
104.489	0.000
104.500	0.044
104.512	0.091
104.524	0.067
104.536	0.035
104.547	0.019
104.559	0.050
104.571	0.167
104.583	0.159
104.594	0.041
104.606	0.032
104.618	0.056
104.630	0.079
104.641	0.126
104.653	0.102
104.665	0.055
104.676	0.133
104.688	0.164
104.700	0.078
104.712	0.014
104.723	0.124
104.735	0.210
104.747	0.257
104.759	0.249
104.770	0.240
104.782	0.279
104.794	0.420
104.806	0.405
104.817	0.279
104.829	0.216
104.841	0.326
104.853	0.514
104.864	0.726
104.876	0.663
104.888	0.474
104.900	0.615
104.911	0.780
104.923	1.258
104.935	2.145
104.947	3.023
104.958	3.620
104.970	2.435
104.982	1.580
104.994	1.792
105.005	1.815
105.017	2.772
105.029	4.043
105.041	5.832
105.052	8.075
105.064	7.361
105.076	7.550
105.088	8.789
105.100	5.127
105.111	1.261
105.123	0.155
105.135	0.022
105.147	0.000
105.158	0.000
105.170	0.000
105.182	0.000
105.194	0.016
105.205	0.095
105.217	0.072
105.229	0.049
105.241	0.033
105.252	0.002
105.264	0.000
105.276	0.019
105.288	0.027
105.300	0.012
105.311	0.004
105.323	0.000
105.335	0.000
105.347	0.000
105.358	0.000
105.370	0.000
105.382	0.000
105.394	0.000
105.406	0.000
105.417	0.000
105.429	0.000
105.441	0.025
105.453	0.042
105.464	0.019
105.476	0.000
105.488	0.000
105.500	0.000
105.512	0.000
105.523	0.115
105.535	0.154
105.547	0.037
105.559	0.000
105.571	0.000
105.582	0.015
105.594	0.015
105.606	0.000
105.618	0.000
105.629	0.000
105.641	0.000
105.653	0.049
105.665	0.135
105.677	0.097
105.688	0.000
105.700	0.000
105.712	0.000
105.724	0.011
105.736	0.000
105.747	0.027
105.759	0.043
105.771	0.067
105.783	0.052
105.795	0.044
105.806	0.122
105.818	0.225
105.830	0.233
105.842	0.248
105.854	0.209
105.865	0.154
105.877	0.139
105.889	0.178
105.901	0.280
105.913	0.288
105.924	0.296
105.936	0.539
105.948	1.127
105.960	1.323
105.972	0.923
105.984	0.586
105.995	0.304
106.007	0.383
106.019	0.532
106.031	0.696
106.043	0.712
106.054	0.774
106.066	1.292
106.078	1.676
106.090	1.480
106.102	0.664
106.114	0.122
106.125	0.000
106.137	0.000
106.149	0.000
106.161	0.000
106.173	0.000
106.184	0.000
106.196	0.000
106.208	0.000
106.220	0.003
106.232	0.057
106.244	0.041
106.255	0.002
106.267	0.049
106.279	0.048
106.291	0.000
106.303	0.000
106.315	0.000
106.326	0.000
106.338	0.000
106.350	0.000
106.362	0.062
106.374	0.046
106.386	0.007
106.397	0.015
106.409	0.030
106.421	0.000
106.433	0.000
106.445	0.014
106.457	0.013
106.468	0.000
106.480	0.000
106.492	0.000
106.504	0.000
106.516	0.000
106.528	0.000
106.539	0.000
106.551	0.012
106.563	0.020
106.575	0.059
106.587	0.074
106.599	0.145
106.611	0.097
106.622	0.011
106.634	0.050
106.646	0.042
106.658	0.019
106.670	0.011
106.682	0.073
106.693	0.058
106.705	0.000
106.717	0.018
106.729	0.041
106.741	0.269
106.753	0.480
106.765	0.512
106.776	0.237
106.788	0.112
106.800	0.159
106.812	0.245
106.824	0.434
106.836	0.575
106.848	0.794
106.859	0.912
106.871	0.967
106.883	1.547
106.895	2.245
106.907	2.653
106.919	3.171
106.931	3.987
106.942	5.038
106.954	6.136
106.966	5.078
106.978	2.192
106.990	0.788
107.002	0.717
107.014	0.843
107.026	1.063
107.037	1.627
107.049	2.914
107.061	4.263
107.073	4.412
107.085	3.415
107.097	3.926
107.109	3.220
107.121	1.236
107.132	0.169
107.144	0.021
107.156	0.000
107.168	0.092
107.180	0.045
107.192	0.000
107.204	0.006
107.216	0.038
107.227	0.000
107.239	0.023
107.251	0.015
107.263	0.000
107.275	0.000
107.287	0.008
107.299	0.024
107.311	0.000
107.323	0.000
107.334	0.001
107.346	0.000
107.358	0.000
107.370	0.000
107.382	0.000
107.394	0.000
107.406	0.000
107.418	0.000
107.430	0.000
107.441	0.000
107.453	0.000
107.465	0.000
107.477	0.000
107.489	0.000
107.501	0.000
107.513	0.000
107.525	0.000
107.537	0.000
107.548	0.000
107.560	0.000
107.572	0.000
107.584	0.000
107.596	0.000
107.608	0.000
107.620	0.002
107.632	0.057
107.644	0.057
107.656	0.003
107.667	0.003
107.679	0.082
107.691	0.105
107.703	0.050
107.715	0.019
107.727	0.000
107.739	0.000
107.751	0.034
107.763	0.035
107.775	0.000
107.787	0.043
107.798	0.067
107.810	0.051
107.822	0.043
107.834	0.059
107.846	0.043
107.858	0.051
107.870	0.146
107.882	0.154
107.894	0.193
107.906	0.201
107.918	0.287
107.930	0.279
107.941	0.326
107.953	0.781
107.965	0.875
107.977	0.444
107.989	0.248
108.001	0.247
108.013	0.239
108.025	0.161
108.037	0.082
108.049	0.247
108.061	0.678
108.073	0.890
108.085	1.376
108.097	1.674
108.108	1.054
108.120	0.410
108.132	0.096
108.144	0.000
108.156	0.000
108.168	0.000
108.180	0.000
108.192	0.000
108.204	0.000
108.216	0.000
108.228	0.000
108.240	0.000
108.252	0.001
108.264	0.000
108.276	0.000
108.287	0.008
108.299	0.000
108.311	0.000
108.323	0.000
108.335	0.000
108.347	0.000
108.359	0.000
108.371	0.000
108.383	0.000
108.395	0.000
108.407	0.000
108.419	0.000
108.431	0.000
108.443	0.000
108.455	0.000
108.467	0.028
108.479	0.044
108.491	0.012
108.502	0.000
108.514	0.000
108.526	0.000
108.538	0.000
108.550	0.027
108.562	0.019
108.574	0.059
108.586	0.113
108.598	0.074
108.610	0.097
108.622	0.097
108.634	0.019
108.646	0.050
108.658	0.027
108.670	0.066
108.682	0.066
108.694	0.011
108.706	0.000
108.718	0.034
108.730	0.128
108.742	0.191
108.754	0.214
108.766	0.167
108.778	0.112
108.789	0.199
108.801	0.222
108.813	0.230
108.825	0.112
108.837	0.034
108.849	0.175
108.861	0.293
108.873	0.316
108.885	0.685
108.897	1.030
108.909	1.485
108.921	1.955
108.933	1.932
108.945	1.697
108.957	1.955
108.969	1.689
108.981	1.328
108.993	0.685
109.005	0.465
109.017	1.069
109.029	1.265
109.041	1.587
109.053	1.979
109.065	1.909
109.077	2.199
109.089	2.474
109.101	3.109
109.113	4.388
109.125	4.223
109.137	1.800
109.149	0.200
109.161	0.004
109.173	0.020
109.185	0.000
109.197	0.000
109.209	0.000
109.221	0.000
109.233	0.000
109.245	0.000
109.257	0.000
109.269	0.029
109.281	0.014
109.293	0.000
109.305	0.000
109.317	0.000
109.329	0.000
109.341	0.015
109.353	0.015
109.365	0.000
109.377	0.008
109.389	0.000
109.401	0.000
109.413	0.000
109.425	0.001
109.437	0.009
109.449	0.002
109.461	0.010
109.473	0.000
109.485	0.000
109.497	0.000
109.509	0.000
109.521	0.000
109.533	0.004
109.545	0.000
109.557	0.000
109.569	0.000
109.581	0.000
109.593	0.000
109.605	0.000
109.617	0.004
109.629	0.000
109.641	0.000
109.653	0.000
109.665	0.000
109.677	0.000
109.689	0.000
109.701	0.006
109.713	0.000
109.725	0.000
109.737	0.053
109.749	0.077
109.761	0.014
109.773	0.000
109.785	0.000
109.797	0.000
109.809	0.000
109.821	0.000
109.833	0.000
109.845	0.022
109.857	0.046
109.869	0.038
109.881	0.030
109.893	0.085
109.905	0.164
109.917	0.203
109.929	0.203
109.941	0.234
109.953	0.266
109.965	0.399
109.977	0.336
109.990	0.281
110.002	0.219
110.014	0.219
110.026	0.211
110.038	0.274
110.050	0.470
110.062	0.729
110.074	0.925
110.086	0.980
110.098	0.862
110.110	0.846
110.122	0.689
110.134	0.179
110.146	0.023
110.158	0.000
110.170	0.007
110.182	0.000
110.194	0.007
110.206	0.000
110.218	0.000
110.230	0.000
110.242	0.000
110.254	0.000
110.266	0.000
110.279	0.000
110.291	0.000
110.303	0.000
110.315	0.000
110.327	0.000
110.339	0.000
110.351	0.000
110.363	0.000
110.375	0.000
110.387	0.000
110.399	0.000
110.411	0.029
110.423	0.022
110.435	0.000
110.447	0.000
110.459	0.000
110.471	0.021
110.483	0.014
110.495	0.000
110.508	0.000
110.520	0.000
110.532	0.000
110.544	0.000
110.556	0.000
110.568	0.053
110.580	0.068
110.592	0.029
110.604	0.000
110.616	0.005
110.628	0.005
110.640	0.000
110.652	0.000
110.664	0.045
110.676	0.100
110.689	0.076
110.701	0.053
110.713	0.045
110.725	0.000
110.737	0.000
110.749	0.000
110.761	0.006
110.773	0.045
110.785	0.092
110.797	0.162
110.809	0.123
110.821	0.084
110.833	0.107
110.846	0.131
110.858	0.100
110.870	0.123
110.882	0.217
110.894	0.202
110.906	0.233
110.918	0.194
110.930	0.280
110.942	0.476
110.954	0.656
110.966	0.743
110.978	0.570
110.991	0.743
111.003	0.915
111.015	0.594
111.027	0.413
111.039	0.484
111.051	0.672
111.063	1.308
111.075	1.308
111.087	1.237
111.099	1.080
111.111	0.547
111.124	0.445
111.136	0.390
111.148	0.186
111.160	0.053
111.172	0.000
111.184	0.000
111.196	0.000
111.208	0.000
111.220	0.000
111.232	0.000
111.245	0.000
111.257	0.000
111.269	0.006
111.281	0.014
111.293	0.006
111.305	0.000
111.317	0.000
111.329	0.000
111.341	0.000
111.353	0.000
111.366	0.000
111.378	0.000
111.390	0.000
111.402	0.000
111.414	0.000
111.426	0.000
111.438	0.000
111.450	0.000
111.462	0.000
111.475	0.000
111.487	0.000
111.499	0.000
111.511	0.000
111.523	0.000
111.535	0.000
111.547	0.000
111.559	0.000
111.572	0.000
111.584	0.000
111.596	0.000
111.608	0.007
111.620	0.007
111.632	0.000
111.644	0.000
111.656	0.000
111.668	0.000
111.681	0.000
111.693	0.000
111.705	0.000
111.717	0.000
111.729	0.000
111.741	0.000
111.753	0.000
111.766	0.000
111.778	0.015
111.790	0.030
111.802	0.030
111.814	0.007
111.826	0.000
111.838	0.023
111.850	0.062
111.863	0.078
111.875	0.030
111.887	0.038
111.899	0.093
111.911	0.148
111.923	0.163
111.935	0.281
111.948	0.320
111.960	0.218
111.972	0.132
111.984	0.132
111.996	0.148
112.008	0.093
112.020	0.124
112.033	0.124
112.045	0.116
112.057	0.140
112.069	0.390
112.081	0.610
112.093	0.688
112.105	0.720
112.118	0.555
112.130	0.382
112.142	0.186
112.154	0.005
112.166	0.000
112.178	0.005
112.190	0.000
112.203	0.000
112.215	0.000
112.227	0.000
112.239	0.000
112.251	0.028
112.263	0.051
112.276	0.028
112.288	0.000
112.300	0.012
112.312	0.000
112.324	0.000
112.336	0.000
112.348	0.000
112.361	0.000
112.373	0.000
112.385	0.000
112.397	0.000
112.409	0.000
112.421	0.000
112.434	0.002
112.446	0.017
112.458	0.002
112.470	0.001
112.482	0.001
112.494	0.000
112.507	0.000
112.519	0.000
112.531	0.000
112.543	0.000
112.555	0.000
112.568	0.000
112.580	0.040
112.592	0.079
112.604	0.047
112.616	0.000
112.628	0.000
112.641	0.000
112.653	0.015
112.665	0.117
112.677	0.164
112.689	0.117
112.701	0.086
112.714	0.086
112.726	0.039
112.738	0.062
112.750	0.039
112.762	0.023
112.775	0.148
112.787	0.227
112.799	0.227
112.811	0.203
112.823	0.117
112.835	0.289
112.848	0.485
112.860	0.423
112.872	0.752
112.884	1.238
112.896	2.015
112.909	3.042
112.921	3.435
112.933	3.168
112.945	2.721
112.957	1.575
112.970	0.767
112.982	0.563
112.994	0.320
113.006	0.367
113.018	0.375
113.031	0.407
113.043	0.744
113.055	0.869
113.067	1.026
113.079	0.932
113.092	0.438
113.104	0.124
113.116	0.344
113.128	0.422
113.140	0.210
113.153	0.007
113.165	0.000
113.177	0.054
113.189	0.077
113.201	0.046
113.214	0.014
113.226	0.000
113.238	0.022
113.250	0.000
113.262	0.000
113.275	0.000
